case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE02998,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,Madhya Pradesh,Bhopal,Low,6,6,4,234,1,5,62,Yes
CASE02999,Environmental Law,Criminal Law,Environment-Forest,Haryana,Hisar,Medium,5,9,5,327,1,6,44,Conditional
CASE03000,Intellectual Property,Civil Law,Trade Mark,Kerala,Thrissur,Medium,9,4,3,166,10,4,81.4,Yes
CASE03001,Immigration & Passport Matters,Administrative Law,Service-Transfer,Punjab,Ludhiana,Medium,5,2,8,79,5,3,38,No
CASE03002,Labour & Employment Disputes,Labour Law,Harassment-Sexual,Delhi,East Delhi,Medium,6,5,7,129,6,5,57.24,Conditional
CASE03003,Real Estate & RERA,Property Law,Housing-Society,Delhi,North Delhi,Low,6,1,7,281,8,5,79.92,Yes
CASE03004,Insurance Claims,Consumer Law,Services-Insurance,Maharashtra,Nashik,Low,3,2,9,158,2,3,54.6,Conditional
CASE03005,Family Disputes,Family Law,Domestic Violence-Physical,Rajasthan,Jodhpur,Medium,2,1,6,162,6,6,56.73,Conditional
CASE03006,Intellectual Property,Civil Law,Patent,Delhi,North Delhi,Medium,10,3,8,380,7,6,75.6,Yes
CASE03007,Family Disputes,Family Law,Child Custody-Legal,Punjab,Ludhiana,Low,2,5,4,336,2,6,78,Yes
CASE03008,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Punjab,Chandigarh,Low,4,3,5,146,2,6,47,Conditional
CASE03009,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Tamil Nadu,Tirunelveli,Medium,10,3,8,130,6,2,37.08,No
CASE03010,Criminal Appeals,Criminal Law,IPC-Cheating,Madhya Pradesh,Indore,Low,7,6,6,232,7,6,60,Yes
CASE03011,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Madhya Pradesh,Bhopal,Medium,5,6,7,207,6,5,55,Conditional
CASE03012,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Karnataka,Mangalore,High,8,3,6,369,6,2,27.04,No
CASE03013,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Kerala,Thiruvananthapuram,Medium,6,3,9,224,1,4,12.1,No
CASE03014,Civil Suits,Civil Law,Torts-Motor Accident,Uttar Pradesh,Ghaziabad,Medium,2,10,7,324,1,3,49.68,Conditional
CASE03015,Bail Applications,Criminal Law,IPC-Assault,Punjab,Bathinda,Low,8,6,3,31,4,5,65,Yes
CASE03016,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Rajasthan,Udaipur,Medium,7,3,3,263,10,2,42.78,Conditional
CASE03017,Banking & Debt Recovery,Corporate Law,Contract-Breach,Madhya Pradesh,Indore,Low,9,6,4,345,2,2,75,Yes
CASE03018,Insurance Claims,Consumer Law,Torts-Motor Accident,Assam,Guwahati,Medium,10,2,9,40,6,3,62,Yes
CASE03019,Banking & Debt Recovery,Corporate Law,Contract-Breach,Karnataka,Bangalore,Medium,3,7,4,311,9,3,43.68,Conditional
CASE03020,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Tamil Nadu,Salem,Low,9,3,5,48,3,5,53.56,Conditional
CASE03021,Medical Negligence,Civil Law,Services-Health,Haryana,Panipat,Low,5,7,4,277,7,5,76,Yes
CASE03022,Environmental Law,Criminal Law,Environment-Pollution,Assam,Jorhat,Low,4,8,4,284,9,4,55,Conditional
CASE03023,Labour & Employment Disputes,Labour Law,Termination-Wrongful,Bihar,Gaya,Low,4,5,4,288,9,5,56.32,Conditional
CASE03024,Intellectual Property,Civil Law,Patent,Karnataka,Mangalore,Low,8,2,6,330,3,3,91.52,Yes
CASE03025,Intellectual Property,Civil Law,Design,Karnataka,Bangalore,High,8,2,4,290,1,4,60.32,Yes
CASE03026,Consumer Protection,Consumer Law,Products-Vehicles,Uttar Pradesh,Ghaziabad,Low,1,2,5,311,2,3,61.64,Yes
CASE03027,Civil Suits,Civil Law,Torts-Motor Accident,Tamil Nadu,Salem,Low,8,1,3,175,7,3,88.58,Yes
CASE03028,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Maharashtra,Nagpur,Medium,9,8,5,46,6,5,35.7,No
CASE03029,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Rajasthan,Bikaner,Low,2,8,6,335,10,4,51.15,Conditional
CASE03030,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Tamil Nadu,Coimbatore,Low,5,5,4,121,4,3,58.71,Conditional
CASE03031,Criminal Appeals,Criminal Law,IPC-Hurt,Assam,Nagaon,High,10,6,7,293,3,2,30,No
CASE03032,Property Disputes,Property Law,Land-Encroachment,Kerala,Kollam,High,9,8,8,362,7,3,33,No
CASE03033,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Tamil Nadu,Erode,Medium,5,6,3,222,3,6,22.66,No
CASE03034,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Bihar,Patna,High,10,3,9,366,3,3,19.36,No
CASE03035,Environmental Law,Criminal Law,Environment-Forest,Rajasthan,Jodhpur,Low,1,10,6,361,6,5,42.78,Conditional
CASE03036,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Kerala,Kochi,Medium,7,2,9,205,3,5,39.6,No
CASE03037,Constitutional Law,Constitutional Law,Writ-Mandamus,Delhi,Central Delhi,Medium,2,7,5,113,10,3,11.88,No
CASE03038,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Uttar Pradesh,Varanasi,Medium,7,4,7,243,3,5,42.32,Conditional
CASE03039,Criminal Appeals,Criminal Law,IPC-Murder,Assam,Guwahati,Medium,2,4,5,201,4,4,36,No
CASE03040,Immigration & Passport Matters,Administrative Law,Service-Transfer,Maharashtra,Solapur,High,7,6,3,193,1,4,40.95,Conditional
CASE03041,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Delhi,Central Delhi,Medium,5,2,9,92,2,2,27,No
CASE03042,Intellectual Property,Civil Law,Geographical Indication,Uttar Pradesh,Ghaziabad,High,8,6,7,262,9,3,46.92,Conditional
CASE03043,Immigration & Passport Matters,Administrative Law,Licensing,Madhya Pradesh,Jabalpur,High,1,7,8,271,8,5,1,No
CASE03044,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Rajasthan,Ajmer,Medium,4,8,4,32,6,4,11.16,No
CASE03045,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Kerala,Kollam,High,3,5,5,224,10,4,26.4,No
CASE03046,Motor Accident Claims,Civil Law,Torts-Motor Accident,Karnataka,Bangalore,Low,9,7,5,295,8,6,96.72,Yes
CASE03047,Property Disputes,Property Law,Land-Title,Bihar,Bhagalpur,High,10,6,6,295,10,6,45.76,Conditional
CASE03048,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Punjab,Chandigarh,Medium,3,8,6,279,4,5,12,No
CASE03049,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Rajasthan,Udaipur,High,8,3,6,296,1,3,34.41,No
CASE03050,Consumer Protection,Consumer Law,Practices-Misleading Ads,Delhi,New Delhi,Medium,1,10,3,394,6,3,50.76,Conditional
CASE03051,Insurance Claims,Consumer Law,Services-Insurance,Uttar Pradesh,Kanpur,Medium,6,5,9,105,4,5,44.16,Conditional
CASE03052,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Uttar Pradesh,Lucknow,Low,5,7,9,182,3,3,43.24,Conditional
CASE03053,Arbitration & Mediation,Corporate Law,Arbitration-International,Maharashtra,Pune,Medium,1,8,9,35,7,4,21,No
CASE03054,Bail Applications,Criminal Law,IPC-Assault,Punjab,Chandigarh,Medium,7,7,8,284,5,6,27,No
CASE03055,Medical Negligence,Civil Law,Services-Health,Karnataka,Davangere,Low,1,5,4,360,8,2,66.56,Yes
CASE03056,Constitutional Law,Constitutional Law,Writ-Mandamus,Uttar Pradesh,Meerut,High,3,4,6,144,6,3,0,No
CASE03057,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Kerala,Alappuzha,Medium,8,1,4,239,7,2,50.6,Conditional
CASE03058,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Delhi,East Delhi,Medium,3,9,8,336,4,4,0,No
CASE03059,Labour & Employment Disputes,Labour Law,Wages-Minimum,Madhya Pradesh,Sagar,Low,4,1,6,83,3,3,62,Yes
CASE03060,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Gujarat,Jamnagar,Low,7,6,5,362,3,2,57,Conditional
CASE03061,Family Disputes,Family Law,Child Custody-Physical,Haryana,Ambala,High,8,2,7,59,2,4,58,Conditional
CASE03062,Consumer Protection,Consumer Law,Practices-E-commerce,Maharashtra,Amravati,Low,9,10,3,127,5,3,93.45,Yes
CASE03063,Consumer Protection,Consumer Law,Practices-Misleading Ads,Bihar,Gaya,Medium,5,3,6,280,5,6,48.4,Conditional
CASE03064,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Kerala,Kochi,High,1,8,7,350,4,3,8.8,No
CASE03065,Consumer Protection,Consumer Law,Products-Vehicles,Kerala,Kochi,High,3,10,9,114,6,5,20.9,No
CASE03066,Consumer Protection,Consumer Law,Products-Electronic,Bihar,Munger,Low,4,1,5,378,1,6,64.24,Yes
CASE03067,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Madhya Pradesh,Bhopal,Medium,9,3,8,35,10,5,34,No
CASE03068,Corporate & Commercial Law,Corporate Law,Director-Conflict,Haryana,Hisar,Low,8,6,3,100,9,3,67,Yes
CASE03069,Medical Negligence,Civil Law,Services-Health,Uttar Pradesh,Agra,High,5,4,8,229,5,4,30.36,No
CASE03070,Real Estate & RERA,Property Law,Housing-Society,Maharashtra,Solapur,Medium,9,2,4,158,7,4,66.15,Yes
CASE03071,Motor Accident Claims,Civil Law,Torts-Motor Accident,Bihar,Munger,High,7,6,8,236,2,5,36.08,No
CASE03072,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,West Bengal,Durgapur,Medium,4,1,6,47,4,5,32,No
CASE03073,Labour & Employment Disputes,Labour Law,Harassment-Sexual,Rajasthan,Ajmer,Medium,6,9,8,347,9,6,41.85,Conditional
CASE03074,Civil Suits,Civil Law,Property-Title,West Bengal,Asansol,High,2,2,6,193,3,3,41,Conditional
CASE03075,Civil Suits,Civil Law,Property-Title,West Bengal,Durgapur,Medium,4,1,7,150,3,4,60,Yes
CASE03076,Criminal Appeals,Criminal Law,IPC-Cheating,Madhya Pradesh,Bhopal,Low,3,1,5,308,3,6,48,Conditional
CASE03077,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Gujarat,Jamnagar,Medium,1,9,3,318,4,3,33,No
CASE03078,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Gujarat,Surat,Medium,8,3,6,89,3,6,52,Conditional
CASE03079,Medical Negligence,Civil Law,Services-Health,West Bengal,Durgapur,Medium,5,8,9,187,5,5,51,Conditional
CASE03080,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,West Bengal,Hooghly,Medium,6,6,4,330,10,4,51,Conditional
CASE03081,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Delhi,New Delhi,Medium,5,8,4,47,1,3,38.88,No
CASE03082,Labour & Employment Disputes,Labour Law,Compensation-Accident,Tamil Nadu,Coimbatore,High,6,10,7,215,4,5,44.29,Conditional
CASE03083,Constitutional Law,Constitutional Law,Writ-Mandamus,Gujarat,Rajkot,High,8,2,9,32,7,6,0,No
CASE03084,Banking & Debt Recovery,Corporate Law,Contract-Breach,Haryana,Gurugram,Medium,2,7,5,239,7,6,35,No
CASE03085,Family Disputes,Family Law,Inheritance-Intestate,Delhi,East Delhi,Medium,5,7,4,131,2,5,77.76,Yes
CASE03086,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Gujarat,Jamnagar,Low,4,5,8,70,7,4,49,Conditional
CASE03087,Motor Accident Claims,Civil Law,Torts-Motor Accident,Maharashtra,Amravati,Low,3,6,5,345,5,4,77.7,Yes
CASE03088,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Gujarat,Rajkot,Low,1,1,5,120,1,6,48,Conditional
CASE03089,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,West Bengal,Durgapur,Medium,8,5,7,264,2,6,50,Conditional
CASE03090,Immigration & Passport Matters,Administrative Law,Licensing,Punjab,Patiala,Medium,1,3,4,214,7,5,33,No
CASE03091,Real Estate & RERA,Property Law,Housing-Society,Bihar,Patna,Medium,6,1,9,352,7,4,35.2,No
CASE03092,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Rajasthan,Kota,Medium,1,4,3,48,4,5,27.9,No
CASE03093,Environmental Law,Criminal Law,Environment-Pollution,Kerala,Thrissur,Medium,4,6,5,307,6,2,35.2,No
CASE03094,Property Disputes,Property Law,Land-Encroachment,Assam,Jorhat,High,1,5,3,39,2,5,21,No
CASE03095,Insurance Claims,Consumer Law,Services-Insurance,Rajasthan,Bikaner,Low,9,10,7,314,9,6,77.19,Yes
CASE03096,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Rajasthan,Udaipur,Medium,2,1,5,31,6,3,37.2,No
CASE03097,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Bihar,Muzaffarpur,Low,7,10,9,244,7,3,41.36,Conditional
CASE03098,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Karnataka,Hubli,Medium,3,3,3,34,3,4,19.76,No
CASE03099,Civil Suits,Civil Law,Contract-Breach,Punjab,Amritsar,Medium,7,3,8,166,2,5,59,Conditional
CASE03100,Labour & Employment Disputes,Labour Law,Wages-Minimum,Gujarat,Ahmedabad,Medium,8,6,5,112,7,3,62,Yes
CASE03101,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,West Bengal,Hooghly,Low,5,3,6,143,6,6,52,Conditional
CASE03102,Medical Negligence,Civil Law,Services-Health,Tamil Nadu,Salem,Low,5,6,4,190,2,3,86.52,Yes
CASE03103,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Gujarat,Bhavnagar,Low,8,6,5,196,4,2,41,Conditional
CASE03104,Immigration & Passport Matters,Administrative Law,Service-Transfer,Karnataka,Mysore,Low,3,4,4,169,9,5,65.52,Yes
CASE03105,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Punjab,Amritsar,High,5,5,7,165,10,5,17,No
CASE03106,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Tamil Nadu,Salem,Low,8,3,7,131,6,4,75.19,Yes
CASE03107,Motor Accident Claims,Civil Law,Torts-Motor Accident,West Bengal,Howrah,Medium,5,1,7,309,2,4,62,Yes
CASE03108,Labour & Employment Disputes,Labour Law,Industrial-Retrenchment,Uttar Pradesh,Allahabad,High,3,9,8,342,6,2,11.96,No
CASE03109,Property Disputes,Property Law,Land-Title,Delhi,New Delhi,Low,1,5,9,191,6,4,50.76,Conditional
CASE03110,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Rajasthan,Udaipur,Medium,7,6,4,394,1,2,39.06,No
CASE03111,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Bihar,Darbhanga,Low,4,5,6,79,6,3,50.16,Conditional
CASE03112,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Karnataka,Hubli,Medium,7,9,3,207,9,6,48.88,Conditional
CASE03113,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Rajasthan,Bikaner,High,10,7,9,259,8,3,22.32,No
CASE03114,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Madhya Pradesh,Sagar,Low,4,8,8,211,9,3,33,No
CASE03115,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Gujarat,Vadodara,Medium,1,6,4,339,5,6,25,No
CASE03116,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,South Delhi,Medium,5,10,4,350,4,5,65.88,Yes
CASE03117,Consumer Protection,Consumer Law,Products-Vehicles,Gujarat,Bhavnagar,Medium,6,2,3,199,1,4,65,Yes
CASE03118,Real Estate & RERA,Property Law,Housing-Society,Delhi,Central Delhi,Medium,9,3,7,376,5,3,66.96,Yes
CASE03119,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Delhi,East Delhi,Medium,3,9,6,133,6,2,12.96,No
CASE03120,Property Disputes,Property Law,Land-Boundary,Assam,Dibrugarh,High,10,1,7,392,6,4,55,Conditional
CASE03121,Bail Applications,Criminal Law,IPC-Murder,Punjab,Chandigarh,Low,4,1,6,52,10,5,56,Conditional
CASE03122,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Gujarat,Rajkot,Low,1,3,5,108,2,3,55,Conditional
CASE03123,Criminal Appeals,Criminal Law,IPC-Murder,Gujarat,Rajkot,High,6,8,7,172,10,3,21,No
CASE03124,Intellectual Property,Civil Law,Geographical Indication,Punjab,Jalandhar,Medium,2,8,8,311,1,6,42,Conditional
CASE03125,Medical Negligence,Civil Law,Torts-Medical Negligence,Bihar,Gaya,Low,1,9,5,382,9,4,60.72,Yes
CASE03126,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Karnataka,Belgaum,Medium,2,9,4,67,1,3,9.36,No
CASE03127,Insurance Claims,Consumer Law,Services-Insurance,Delhi,North Delhi,Medium,9,6,3,335,8,2,74.52,Yes
CASE03128,Real Estate & RERA,Property Law,Building-Construction,West Bengal,Hooghly,High,8,7,3,46,10,4,48,Conditional
CASE03129,Writ Petitions,Constitutional Law,Writ-Mandamus,Punjab,Jalandhar,Low,8,2,3,243,5,4,40,Conditional
CASE03130,Property Disputes,Property Law,Housing-Society,Uttar Pradesh,Noida,Low,4,10,7,376,6,3,57.96,Conditional
CASE03131,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Assam,Silchar,High,6,4,9,48,10,3,9,No
CASE03132,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Punjab,Amritsar,High,3,2,5,79,3,4,0,No
CASE03133,Consumer Protection,Consumer Law,Services-Health,Delhi,New Delhi,High,7,8,4,142,6,4,54,Conditional
CASE03134,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,West Bengal,Durgapur,High,9,5,3,100,2,4,39,No
CASE03135,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Karnataka,Belgaum,Low,4,3,4,244,10,2,32.24,No
CASE03136,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Haryana,Panipat,Medium,4,4,6,258,2,4,21,No
CASE03137,Environmental Law,Criminal Law,Environment-Forest,Gujarat,Bhavnagar,Low,5,1,6,300,10,2,52,Conditional
CASE03138,Bail Applications,Criminal Law,IPC-Murder,Haryana,Rohtak,Medium,3,7,7,300,1,2,39,No
CASE03139,Environmental Law,Criminal Law,Environment-Forest,Kerala,Kollam,Low,8,6,3,319,1,3,68.2,Yes
CASE03140,Immigration & Passport Matters,Administrative Law,Licensing,Karnataka,Mysore,Medium,6,1,8,112,2,5,36.4,No
CASE03141,Consumer Protection,Consumer Law,Practices-E-commerce,Gujarat,Vadodara,Medium,4,7,6,42,4,4,55,Conditional
CASE03142,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Kerala,Thiruvananthapuram,Low,8,6,3,36,3,3,74.8,Yes
CASE03143,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Gujarat,Jamnagar,Low,9,10,4,180,9,6,76,Yes
CASE03144,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,West Bengal,Hooghly,Medium,9,1,5,389,8,2,49,Conditional
CASE03145,Bail Applications,Criminal Law,IPC-Assault,Rajasthan,Ajmer,Low,1,8,3,260,7,3,35.34,No
CASE03146,Immigration & Passport Matters,Administrative Law,Service-Transfer,Kerala,Alappuzha,High,8,10,6,333,1,6,37.4,No
CASE03147,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,Madhya Pradesh,Jabalpur,Medium,5,6,9,132,4,2,21,No
CASE03148,Intellectual Property,Civil Law,Trade Mark,Karnataka,Belgaum,Low,7,8,7,239,5,6,88.4,Yes
CASE03149,Immigration & Passport Matters,Administrative Law,Licensing,West Bengal,Howrah,Medium,10,3,9,246,8,4,55,Conditional
CASE03150,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,West Bengal,Howrah,Low,6,9,6,154,2,3,59,Conditional
CASE03151,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Uttar Pradesh,Ghaziabad,Low,8,7,9,260,7,5,22.08,No
CASE03152,Medical Negligence,Civil Law,Torts-Medical Negligence,West Bengal,Hooghly,Medium,5,4,6,121,1,5,60,Yes
CASE03153,Medical Negligence,Civil Law,Services-Health,West Bengal,Siliguri,Medium,4,2,8,364,2,3,43,Conditional
CASE03154,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Salem,Medium,10,5,7,375,3,2,78.28,Yes
CASE03155,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,West Bengal,Durgapur,Low,9,8,7,202,1,2,68,Yes
CASE03156,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Assam,Nagaon,Medium,6,9,9,260,4,4,40,Conditional
CASE03157,Labour & Employment Disputes,Labour Law,Termination-Wrongful,Rajasthan,Bikaner,Low,1,6,5,78,3,6,53.94,Conditional
CASE03158,Labour & Employment Disputes,Labour Law,Termination-Retirement,Kerala,Kozhikode,Medium,8,9,6,278,9,2,74.8,Yes
CASE03159,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Haryana,Hisar,High,7,7,8,174,8,5,7,No
CASE03160,Banking & Debt Recovery,Corporate Law,Contract-Breach,Maharashtra,Amravati,Low,10,1,9,298,2,3,68.25,Yes
CASE03161,Consumer Protection,Consumer Law,Products-Electronic,Delhi,North Delhi,Low,10,7,3,290,1,3,93.96,Yes
CASE03162,Banking & Debt Recovery,Corporate Law,Contract-Breach,West Bengal,Durgapur,Medium,4,1,3,318,5,6,39,No
CASE03163,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Punjab,Chandigarh,Low,6,5,7,183,8,5,43,Conditional
CASE03164,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Uttar Pradesh,Agra,Medium,8,8,5,55,7,2,47.84,Conditional
CASE03165,Consumer Protection,Consumer Law,Practices-Misleading Ads,Haryana,Gurugram,Low,3,9,6,54,8,3,71,Yes
CASE03166,Writ Petitions,Constitutional Law,Writ-Mandamus,Kerala,Kozhikode,Medium,8,7,8,105,1,5,15.4,No
CASE03167,Intellectual Property,Civil Law,Patent,Gujarat,Vadodara,Medium,5,1,4,87,6,2,60,Yes
CASE03168,Immigration & Passport Matters,Administrative Law,Licensing,Uttar Pradesh,Ghaziabad,Low,5,9,6,200,5,6,58.88,Conditional
CASE03169,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,Maharashtra,Thane,Low,8,9,5,91,4,5,74.55,Yes
CASE03170,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Uttar Pradesh,Agra,Medium,6,10,5,322,7,6,41.4,Conditional
CASE03171,Civil Suits,Civil Law,Contract-Breach,Rajasthan,Jaipur,Low,2,3,8,292,10,6,47.43,Conditional
CASE03172,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Uttar Pradesh,Ghaziabad,Medium,10,9,9,330,7,6,36.8,No
CASE03173,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Punjab,Bathinda,Medium,7,5,9,347,8,4,32,No
CASE03174,Immigration & Passport Matters,Administrative Law,Licensing,Bihar,Patna,Medium,2,2,5,286,1,6,38.72,No
CASE03175,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Bihar,Bhagalpur,Medium,1,4,5,95,1,5,28.16,No
CASE03176,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Assam,Tinsukia,Low,8,2,3,204,2,2,43,Conditional
CASE03177,Labour & Employment Disputes,Labour Law,Industrial-Retrenchment,Maharashtra,Nagpur,High,6,5,9,95,10,5,18.9,No
CASE03178,Banking & Debt Recovery,Corporate Law,Contract-Breach,Punjab,Amritsar,Low,8,7,4,323,1,4,69,Yes
CASE03179,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Karnataka,Mysore,Low,8,8,4,144,1,6,69.68,Yes
CASE03180,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Kerala,Thrissur,Medium,5,2,6,255,5,4,40.7,Conditional
CASE03181,Immigration & Passport Matters,Administrative Law,Service-Transfer,Bihar,Gaya,Low,2,2,9,129,2,4,38.72,No
CASE03182,Real Estate & RERA,Property Law,Building-Construction,Tamil Nadu,Erode,Medium,1,2,7,161,3,5,44.29,Conditional
CASE03183,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,Uttar Pradesh,Kanpur,High,7,1,8,259,10,5,17.48,No
CASE03184,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 15,Punjab,Patiala,Medium,9,2,5,80,10,6,30,No
CASE03185,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Punjab,Bathinda,Low,9,6,8,309,9,5,31,No
CASE03186,Family Disputes,Family Law,Divorce-Contested,Maharashtra,Pune,Medium,6,3,3,289,10,3,77.7,Yes
CASE03187,Banking & Debt Recovery,Corporate Law,Insolvency,West Bengal,Howrah,Medium,5,1,6,297,2,3,47,Conditional
CASE03188,Criminal Appeals,Criminal Law,IPC-Cheating,Kerala,Thiruvananthapuram,Medium,9,3,3,244,1,5,52.8,Conditional
CASE03189,Medical Negligence,Civil Law,Services-Health,Kerala,Thiruvananthapuram,Medium,8,5,5,392,1,4,77,Yes
CASE03190,Immigration & Passport Matters,Administrative Law,Service-Transfer,Kerala,Kollam,Low,7,4,6,386,7,4,72.6,Yes
